[E 240818 03:47:29 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '00:e0:4c:68:0b:5c', 'Accept': 'application/json', 'X-PrivateKey': None, 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240818 22:43:58 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '00:e0:4c:68:0b:5c', 'Accept': 'application/json', 'X-PrivateKey': None, 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240818 22:45:47 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '00:e0:4c:68:0b:5c', 'Accept': 'application/json', 'X-PrivateKey': None, 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240818 22:46:34 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '00:e0:4c:68:0b:5c', 'Accept': 'application/json', 'X-PrivateKey': None, 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240818 22:47:02 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '00:e0:4c:68:0b:5c', 'Accept': 'application/json', 'X-PrivateKey': None, 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240818 22:47:12 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '00:e0:4c:68:0b:5c', 'Accept': 'application/json', 'X-PrivateKey': None, 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240818 22:48:14 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/order/v1/getOrderBook. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/order/v1/getOrderBook, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '00:e0:4c:68:0b:5c', 'Accept': 'application/json', 'X-PrivateKey': None, 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240818 22:48:16 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '00:e0:4c:68:0b:5c', 'Accept': 'application/json', 'X-PrivateKey': None, 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240818 22:51:55 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '00:e0:4c:68:0b:5c', 'Accept': 'application/json', 'X-PrivateKey': None, 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240818 22:53:31 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '00:e0:4c:68:0b:5c', 'Accept': 'application/json', 'X-PrivateKey': None, 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240818 22:53:52 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '00:e0:4c:68:0b:5c', 'Accept': 'application/json', 'X-PrivateKey': None, 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240818 22:54:44 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '00:e0:4c:68:0b:5c', 'Accept': 'application/json', 'X-PrivateKey': None, 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240818 23:02:08 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '00:e0:4c:68:0b:5c', 'Accept': 'application/json', 'X-PrivateKey': None, 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240818 23:04:21 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '00:e0:4c:68:0b:5c', 'Accept': 'application/json', 'X-PrivateKey': None, 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240818 23:06:24 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '00:e0:4c:68:0b:5c', 'Accept': 'application/json', 'X-PrivateKey': None, 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240818 23:14:44 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '00:e0:4c:68:0b:5c', 'Accept': 'application/json', 'X-PrivateKey': None, 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240818 23:15:35 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '00:e0:4c:68:0b:5c', 'Accept': 'application/json', 'X-PrivateKey': None, 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240818 23:15:50 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '00:e0:4c:68:0b:5c', 'Accept': 'application/json', 'X-PrivateKey': None, 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240818 23:17:06 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/order/v1/getOrderBook. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/order/v1/getOrderBook, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '00:e0:4c:68:0b:5c', 'Accept': 'application/json', 'X-PrivateKey': None, 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240818 23:17:10 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '00:e0:4c:68:0b:5c', 'Accept': 'application/json', 'X-PrivateKey': None, 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240818 23:17:41 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '00:e0:4c:68:0b:5c', 'Accept': 'application/json', 'X-PrivateKey': None, 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
